"Dist Code","Year","State Code","State Name","Dist Name","CANALS AREA (1000 ha)","TANKS AREA (1000 ha)","TUBE WELLS AREA (1000 ha)","OTHER WELLS AREA (1000 ha)","TOTAL WELLS AREA (1000 ha)","OTHER SOURCES AREA (1000 ha)","NET AREA (1000 ha)","GROSS AREA (1000 ha)"
"79","1982","5","Karnataka","Gulbarga / Kalaburagi","2.8","5.6","0.27","20.94","21.21","4.0","33.7","36.5"
"79","1983","5","Karnataka","Gulbarga / Kalaburagi","3.5","5.9","0.0","19.96","19.96","1.9","31.2","34.6"
"79","1984","5","Karnataka","Gulbarga / Kalaburagi","2.8","5.6","0.0","18.95","18.95","1.4","28.7","31.1"
"79","1985","5","Karnataka","Gulbarga / Kalaburagi","16.6","2.9","0.16","19.51","19.67","3.0","42.1","44.4"
"79","1986","5","Karnataka","Gulbarga / Kalaburagi","20.9","3.1","0.11","20.69","20.8","1.7","46.5","56.0"
"79","1987","5","Karnataka","Gulbarga / Kalaburagi","53.5","8.3","0.26","26.04","26.3","1.6","89.7","105.7"
"79","1988","5","Karnataka","Gulbarga / Kalaburagi","72.6","9.8","0.33","27.58","27.91","1.2","112.3","124.7"
"79","1989","5","Karnataka","Gulbarga / Kalaburagi","82.5","12.1","0.51","34.29","34.8","1.8","131.7","148.6"
"79","1990","5","Karnataka","Gulbarga / Kalaburagi","81.9","12.3","0.51","35.57","36.08","2.4","132.6","159.8"
"79","1991","5","Karnataka","Gulbarga / Kalaburagi","106.0","12.3","1.16","39.81","40.97","3.6","162.9","163.0"
"79","1992","5","Karnataka","Gulbarga / Kalaburagi","70.8","1.1","0.57","20.84","21.41","4.4","97.7","142.5"
"79","1993","5","Karnataka","Gulbarga / Kalaburagi","84.2","6.9","0.9","29.4","30.3","1.1","122.6","178.8"
"79","1994","5","Karnataka","Gulbarga / Kalaburagi","82.9","2.8","1.58","25.96","27.54","1.3","114.5","169.1"
"79","1995","5","Karnataka","Gulbarga / Kalaburagi","100.16","4.6","2.11","25.36","27.47","3.51","135.74","196.18"
"79","1996","5","Karnataka","Gulbarga / Kalaburagi","90.72","5.19","3.22","25.7","28.92","3.06","127.9","165.57"
"79","1997","5","Karnataka","Gulbarga / Kalaburagi","94.92","4.11","2.81","22.73","25.54","1.9","126.68","150.02"
"79","1998","5","Karnataka","Gulbarga / Kalaburagi","121.01","7.67","4.67","28.88","33.55","3.58","165.81","192.48"
"79","1999","5","Karnataka","Gulbarga / Kalaburagi","117.5","3.42","4.62","28.17","32.79","3.82","157.53","175.34"
"79","2000","5","Karnataka","Gulbarga / Kalaburagi","106.2","4.4","5.4","29.8","35.2","3.9","149.7","186.7"
"79","2001","5","Karnataka","Gulbarga / Kalaburagi","117.66","4.01","5.72","29.67","35.39","5.75","162.81","196.43"
"79","2002","5","Karnataka","Gulbarga / Kalaburagi","111.6","3.18","4.84","26.6","31.44","3.52","149.74","170.21"
"79","2003","5","Karnataka","Gulbarga / Kalaburagi","113.37","2.84","4.33","26.39","30.72","4.7","151.63","185.47"
"79","2004","5","Karnataka","Gulbarga / Kalaburagi","136.24","3.12","4.28","25.28","29.56","5.55","174.47","219.51"
"79","2005","5","Karnataka","Gulbarga / Kalaburagi","131.73","4.08","13.76","25.9","39.66","7.4","182.88","239.39"
"79","2006","5","Karnataka","Gulbarga / Kalaburagi","130.69","2.73","12.63","28.99","41.62","7.55","182.59","227.02"
"79","2007","5","Karnataka","Gulbarga / Kalaburagi","129.69","3.25","16.22","37.52","53.74","6.09","192.77","243.7"
"79","2008","5","Karnataka","Gulbarga / Kalaburagi","140.51","3.21","20.05","28.28","48.33","9.64","201.68","251.3"
"79","2009","5","Karnataka","Gulbarga / Kalaburagi","124.05","3.47","34.58","39.13","73.71","8.64","209.85","244.63"
"79","2010","5","Karnataka","Gulbarga / Kalaburagi","247.09","7.0","55.98","49.17","105.14","12.41","371.63","450.23"
"79","2011","5","Karnataka","Gulbarga / Kalaburagi","127.38","3.53","80.86","0.0","80.86","9.35","221.11","248.04"
"79","2012","5","Karnataka","Gulbarga / Kalaburagi","139.99","3.43","36.95","39.84","76.79","18.49","238.7","269.74"
"79","2013","5","Karnataka","Gulbarga / Kalaburagi","159.52","3.61","51.37","34.82","86.19","13.64","262.95","293.05"
"79","2014","5","Karnataka","Gulbarga / Kalaburagi","167.51","4.34","71.29","23.99","95.28","17.07","284.2","311.32"
"79","2015","5","Karnataka","Gulbarga / Kalaburagi","20.86","2.15","48.8","13.12","61.93","15.83","100.77","110.58"
"79","2016","5","Karnataka","Gulbarga / Kalaburagi","140.81","5.99","58.54","18.53","77.08","16.83","240.7","266.43"
"79","2017","5","Karnataka","Gulbarga / Kalaburagi","161.81","6.36","72.9","26.36","99.25","23.16","290.58","317.2"
"80","1966","5","Karnataka","Dakshina Kannada","0.1","5.8","0.0","9.91","9.91","58.7","74.5","88.5"
"80","1967","5","Karnataka","Dakshina Kannada","0.1","6.0","0.0","8.75","8.75","45.4","60.2","76.1"
"80","1968","5","Karnataka","Dakshina Kannada","2.7","6.2","0.0","26.15","26.15","47.8","82.8","91.9"
"80","1969","5","Karnataka","Dakshina Kannada","0.0","13.6","0.0","16.73","16.73","45.3","75.6","86.2"
"80","1970","5","Karnataka","Dakshina Kannada","0.0","10.1","0.0","12.56","12.56","45.4","68.9","128.9"
"80","1971","5","Karnataka","Dakshina Kannada","0.0","10.1","0.0","34.01","34.01","47.4","91.5","108.6"
"80","1972","5","Karnataka","Dakshina Kannada","0.0","10.1","0.0","20.37","20.37","47.3","77.8","91.0"
"80","1973","5","Karnataka","Dakshina Kannada","0.0","6.6","0.0","18.79","18.79","49.0","74.4","88.2"
"80","1974","5","Karnataka","Dakshina Kannada","0.0","8.5","0.0","17.87","17.87","60.4","87.6","87.6"
"80","1975","5","Karnataka","Dakshina Kannada","0.0","5.8","0.0","18.3","18.3","51.3","75.4","87.3"
"80","1976","5","Karnataka","Dakshina Kannada","0.0","5.9","0.0","18.19","18.19","52.1","76.2","91.4"
"80","1977","5","Karnataka","Dakshina Kannada","0.0","5.9","0.0","18.01","18.01","50.7","74.6","89.5"
"80","1978","5","Karnataka","Dakshina Kannada","0.1","5.9","0.0","17.41","17.41","49.3","72.7","86.2"
"80","1979","5","Karnataka","Dakshina Kannada","0.0","6.0","0.0","18.07","18.07","46.0","71.0","87.0"
"80","1980","5","Karnataka","Dakshina Kannada","0.0","5.9","0.0","17.49","17.49","46.4","71.0","88.0"
"80","1981","5","Karnataka","Dakshina Kannada","0.0","4.0","0.0","19.96","19.96","51.6","76.0","90.0"
"80","1982","5","Karnataka","Dakshina Kannada","0.0","4.0","0.0","24.98","24.98","55.5","85.4","100.0"
"80","1983","5","Karnataka","Dakshina Kannada","0.0","3.8","0.0","23.66","23.66","54.1","81.5","93.2"
"80","1984","5","Karnataka","Dakshina Kannada","0.0","4.0","0.0","23.67","23.67","51.5","79.2","92.1"
"80","1985","5","Karnataka","Dakshina Kannada","0.0","3.4","0.06","26.45","26.51","56.1","86.0","99.7"
"80","1986","5","Karnataka","Dakshina Kannada","0.0","3.4","0.1","27.27","27.37","55.2","86.0","98.9"
"80","1987","5","Karnataka","Dakshina Kannada","0.0","3.4","0.68","28.07","28.75","53.1","85.2","99.1"
"80","1988","5","Karnataka","Dakshina Kannada","0.0","3.6","0.9","29.58","30.48","53.6","87.9","98.5"
"80","1989","5","Karnataka","Dakshina Kannada","0.0","3.5","0.99","29.95","30.94","58.2","92.9","101.7"
"80","1990","5","Karnataka","Dakshina Kannada","0.0","3.55","1.31","32.53","33.84","56.92","94.32","103.25"
"80","1991","5","Karnataka","Dakshina Kannada","0.0","3.55","1.41","32.9","34.31","56.65","94.52","102.38"
"80","1992","5","Karnataka","Dakshina Kannada","0.0","3.6","1.53","33.65","35.18","57.8","96.58","103.59"
"80","1993","5","Karnataka","Dakshina Kannada","0.0","3.52","1.72","34.33","36.05","57.23","96.81","103.62"
"80","1994","5","Karnataka","Dakshina Kannada","0.0","3.66","1.87","35.21","37.08","58.24","98.98","105.93"
"80","1995","5","Karnataka","Dakshina Kannada","0.0","3.63","2.01","37.27","39.28","51.43","94.33","102.36"
"80","1996","5","Karnataka","Dakshina Kannada","0.0","3.62","2.26","37.63","39.89","52.5","96.01","103.3"
"80","1997","5","Karnataka","Dakshina Kannada","0.0","3.64","2.74","36.77","39.51","55.89","99.38","105.87"
"80","1998","5","Karnataka","Dakshina Kannada","0.0","3.83","3.17","36.58","39.75","56.69","100.27","105.59"
"80","1999","5","Karnataka","Dakshina Kannada","0.0","3.82","3.68","38.24","41.92","58.8","104.54","109.84"
"80","2000","5","Karnataka","Dakshina Kannada","0.0","3.4","4.1","38.0","42.1","59.6","105.1","110.1"
"80","2001","5","Karnataka","Dakshina Kannada","0.0","3.45","4.34","39.49","43.84","58.41","107.35","112.43"
"80","2002","5","Karnataka","Dakshina Kannada","0.0","2.18","9.46","60.79","70.25","33.29","106.7","111.21"
"80","2003","5","Karnataka","Dakshina Kannada","0.0","1.89","9.51","61.0","70.51","32.88","105.8","112.91"
"80","2004","5","Karnataka","Dakshina Kannada","0.0","1.85","9.55","60.87","70.41","32.48","104.74","108.64"
"80","2005","5","Karnataka","Dakshina Kannada","0.0","1.48","9.49","66.06","75.55","28.02","105.05","108.26"
"80","2006","5","Karnataka","Dakshina Kannada","0.0","1.47","9.65","61.86","71.51","31.05","104.94","107.32"
"80","2007","5","Karnataka","Dakshina Kannada","0.0","1.37","10.09","61.63","71.73","29.5","103.49","105.57"
"80","2008","5","Karnataka","Dakshina Kannada","0.0","1.25","10.13","62.29","72.42","28.59","103.34","105.46"
"80","2009","5","Karnataka","Dakshina Kannada","0.0","1.0","10.02","63.13","73.15","28.48","103.71","105.58"
"80","2010","5","Karnataka","Dakshina Kannada","0.0","0.82","10.17","64.06","74.24","29.58","104.65","107.14"
"80","2011","5","Karnataka","Dakshina Kannada","0.0","0.73","75.19","0.0","75.19","29.09","105.01","107.66"
"80","2012","5","Karnataka","Dakshina Kannada","0.0","0.54","10.18","63.94","74.11","29.12","103.77","106.47"
"80","2013","5","Karnataka","Dakshina Kannada","0.0","0.47","10.25","65.58","75.82","28.85","105.15","107.77"
"80","2014","5","Karnataka","Dakshina Kannada","0.0","0.45","16.89","67.95","84.84","28.11","113.4","115.95"
"80","2015","5","Karnataka","Dakshina Kannada","0.0","0.45","17.29","65.83","83.12","26.42","109.99","114.56"
"80","2016","5","Karnataka","Dakshina Kannada","0.0","0.49","19.63","58.46","78.11","22.9","101.49","106.83"
"80","2017","5","Karnataka","Dakshina Kannada","0.0","0.46","21.57","61.44","82.99","24.83","108.3","111.05"
"81","1966","5","Karnataka","Uttara Kannada","1.1","8.6","0.0","1.26","1.26","5.5","16.4","16.8"
"81","1967","5","Karnataka","Uttara Kannada","1.4","7.6","0.0","0.94","0.94","3.9","13.9","14.9"
"81","1968","5","Karnataka","Uttara Kannada","1.7","7.1","0.0","0.86","0.86","3.4","13.1","13.7"
"81","1969","5","Karnataka","Uttara Kannada","1.4","11.8","0.0","1.31","1.31","6.4","20.9","21.2"
"81","1970","5","Karnataka","Uttara Kannada","1.9","11.5","0.0","1.15","1.15","6.1","20.4","27.4"
"81","1971","5","Karnataka","Uttara Kannada","1.9","11.5","0.0","3.09","3.09","6.2","22.7","22.8"
"81","1972","5","Karnataka","Uttara Kannada","1.4","10.5","0.0","2.76","2.76","6.7","21.4","21.6"
"81","1973","5","Karnataka","Uttara Kannada","1.5","9.7","0.0","1.66","1.66","6.5","19.3","19.3"
"81","1974","5","Karnataka","Uttara Kannada","1.4","9.6","0.01","3.03","3.04","7.1","21.2","21.2"
"81","1975","5","Karnataka","Uttara Kannada","0.0","14.5","0.0","3.15","3.15","4.4","22.1","22.1"
"81","1976","5","Karnataka","Uttara Kannada","0.0","11.0","0.0","3.07","3.07","5.1","19.2","19.3"
"81","1977","5","Karnataka","Uttara Kannada","0.0","11.1","0.0","3.37","3.37","5.7","20.1","20.4"
"81","1978","5","Karnataka","Uttara Kannada","0.1","10.4","0.0","3.19","3.19","6.3","20.1","20.3"
"81","1979","5","Karnataka","Uttara Kannada","0.0","10.0","0.0","3.46","3.46","8.0","21.0","21.0"
"81","1980","5","Karnataka","Uttara Kannada","0.0","9.9","0.0","3.46","3.46","8.5","22.0","23.0"
"81","1981","5","Karnataka","Uttara Kannada","0.0","9.8","0.0","3.5","3.5","7.6","21.0","21.0"
"81","1982","5","Karnataka","Uttara Kannada","0.0","9.4","0.0","3.69","3.69","8.4","21.8","22.3"
"81","1983","5","Karnataka","Uttara Kannada","0.0","10.0","0.0","3.59","3.59","7.7","21.3","21.7"
"81","1984","5","Karnataka","Uttara Kannada","0.0","9.5","0.0","3.53","3.53","7.6","20.5","20.8"
"81","1985","5","Karnataka","Uttara Kannada","0.0","8.4","0.0","3.7","3.7","7.6","19.7","20.5"
"81","1986","5","Karnataka","Uttara Kannada","0.0","11.3","0.02","3.74","3.76","7.5","22.5","24.7"
"81","1987","5","Karnataka","Uttara Kannada","0.0","9.8","0.07","3.96","4.03","7.7","21.5","22.3"
"81","1988","5","Karnataka","Uttara Kannada","0.0","9.4","0.08","4.35","4.43","7.7","21.9","22.6"
"81","1989","5","Karnataka","Uttara Kannada","0.0","8.5","0.1","4.34","4.44","7.9","21.2","21.6"
"81","1990","5","Karnataka","Uttara Kannada","0.0","9.1","0.09","4.77","4.86","8.9","22.9","23.2"
"81","1991","5","Karnataka","Uttara Kannada","0.0","9.4","0.1","4.89","4.99","9.0","23.3","24.1"
"81","1992","5","Karnataka","Uttara Kannada","0.0","10.1","0.07","4.9","4.97","9.4","24.5","25.0"
"81","1993","5","Karnataka","Uttara Kannada","0.0","9.7","0.17","4.91","5.08","9.0","23.7","24.8"
"81","1994","5","Karnataka","Uttara Kannada","0.0","10.3","0.17","4.96","5.13","9.1","24.6","25.2"
"81","1995","5","Karnataka","Uttara Kannada","0.0","10.05","0.19","4.99","5.18","8.88","24.11","24.11"
"81","1996","5","Karnataka","Uttara Kannada","0.0","9.81","0.19","5.07","5.26","9.05","24.1","24.12"
"81","1997","5","Karnataka","Uttara Kannada","0.0","10.46","0.19","4.83","5.02","9.03","24.91","24.91"
"81","1998","5","Karnataka","Uttara Kannada","0.0","10.34","0.21","4.8","5.01","9.75","25.09","25.19"
"81","1999","5","Karnataka","Uttara Kannada","0.25","9.35","0.23","4.86","5.09","9.72","24.39","24.49"
"81","2000","5","Karnataka","Uttara Kannada","0.6","7.1","0.2","5.1","5.3","10.3","23.3","24.6"
"81","2001","5","Karnataka","Uttara Kannada","0.12","6.46","0.64","5.38","6.02","9.54","22.14","22.49"
"81","2002","5","Karnataka","Uttara Kannada","0.0","5.04","1.24","5.17","6.41","9.77","21.22","21.4"
"81","2003","5","Karnataka","Uttara Kannada","0.0","5.11","1.2","5.15","6.35","9.58","21.04","21.4"
"81","2004","5","Karnataka","Uttara Kannada","0.17","5.83","1.29","5.19","6.48","9.94","22.42","23.11"
"81","2005","5","Karnataka","Uttara Kannada","0.09","4.75","2.09","7.3","9.39","11.2","25.43","26.93"
"81","2006","5","Karnataka","Uttara Kannada","0.0","4.75","1.94","7.72","9.66","11.54","25.95","26.75"
"81","2007","5","Karnataka","Uttara Kannada","0.0","4.97","2.18","8.02","10.2","11.74","26.91","27.51"
"81","2008","5","Karnataka","Uttara Kannada","0.0","4.96","2.66","9.48","12.14","10.5","27.6","28.73"
"81","2009","5","Karnataka","Uttara Kannada","0.0","5.66","2.57","9.77","12.34","10.45","28.45","30.27"
"81","2010","5","Karnataka","Uttara Kannada","0.0","5.76","2.84","9.97","12.81","10.87","29.44","30.59"
"81","2011","5","Karnataka","Uttara Kannada","0.0","6.59","13.37","0.0","13.37","11.21","31.17","32.4"
"81","2012","5","Karnataka","Uttara Kannada","0.0","6.6","3.57","9.83","13.4","12.43","32.43","36.18"
"81","2013","5","Karnataka","Uttara Kannada","0.0","6.88","4.95","9.87","14.82","12.33","34.04","35.65"
"81","2014","5","Karnataka","Uttara Kannada","0.0","5.86","7.97","10.35","18.32","14.61","38.78","40.43"
"81","2015","5","Karnataka","Uttara Kannada","0.0","6.02","8.46","10.4","18.86","14.32","39.19","41.25"
"81","2016","5","Karnataka","Uttara Kannada","0.0","6.03","8.64","9.37","18.0","14.35","38.38","40.21"
"81","2017","5","Karnataka","Uttara Kannada","0.0","6.66","9.69","9.45","19.13","14.8","40.59","42.51"
"82","1966","5","Karnataka","Kodagu / Coorg","3.7","2.2","0.0","0.0","0.0","2.0","7.9","8.1"
"82","1967","5","Karnataka","Kodagu / Coorg","3.7","2.3","0.0","0.0","0.0","1.9","7.9","8.4"
"82","1968","5","Karnataka","Kodagu / Coorg","3.7","2.4","0.0","0.0","0.0","2.0","8.1","8.5"
"82","1969","5","Karnataka","Kodagu / Coorg","3.7","2.4","0.0","0.0","0.0","2.0","8.0","8.6"
"82","1970","5","Karnataka","Kodagu / Coorg","3.5","2.5","0.0","0.25","0.25","2.4","8.5","9.2"
"82","1971","5","Karnataka","Kodagu / Coorg","3.5","2.5","0.0","0.25","0.25","2.5","8.8","9.9"
"82","1972","5","Karnataka","Kodagu / Coorg","2.4","9.1","0.0","0.25","0.25","4.7","16.4","19.2"
"82","1973","5","Karnataka","Kodagu / Coorg","2.4","9.1","0.0","0.25","0.25","4.7","16.4","18.4"
"82","1974","5","Karnataka","Kodagu / Coorg","2.7","10.6","0.0","0.25","0.25","3.8","16.4","19.4"
"82","1975","5","Karnataka","Kodagu / Coorg","2.4","9.1","0.0","0.25","0.25","4.7","16.4","20.9"
"82","1976","5","Karnataka","Kodagu / Coorg","2.4","7.7","0.0","0.25","0.25","3.7","14.1","16.1"
"82","1977","5","Karnataka","Kodagu / Coorg","2.5","8.1","0.0","1.25","1.25","2.7","14.5","16.3"
"82","1978","5","Karnataka","Kodagu / Coorg","3.4","7.7","0.0","0.26","0.26","2.5","13.8","16.1"
"82","1979","5","Karnataka","Kodagu / Coorg","1.0","1.0","0.0","0.4","0.4","1.0","3.0","3.0"
"82","1980","5","Karnataka","Kodagu / Coorg","0.6","1.5","0.0","0.43","0.43","0.6","3.0","3.0"
"82","1981","5","Karnataka","Kodagu / Coorg","1.4","1.5","0.0","0.46","0.46","0.8","4.0","4.0"
"82","1982","5","Karnataka","Kodagu / Coorg","1.8","1.5","0.0","0.41","0.41","0.5","4.6","5.2"
"82","1983","5","Karnataka","Kodagu / Coorg","1.8","1.5","0.0","0.41","0.41","0.7","4.4","4.7"
"82","1984","5","Karnataka","Kodagu / Coorg","1.8","1.5","0.0","0.42","0.42","0.7","4.4","4.7"
"82","1985","5","Karnataka","Kodagu / Coorg","1.7","1.0","0.0","0.3","0.3","1.0","4.0","6.1"
"82","1986","5","Karnataka","Kodagu / Coorg","2.7","1.1","0.0","0.19","0.19","0.4","4.4","5.6"
"82","1987","5","Karnataka","Kodagu / Coorg","4.3","0.5","0.0","0.0","0.0","0.5","5.3","5.7"
"82","1988","5","Karnataka","Kodagu / Coorg","3.9","0.2","0.0","0.03","0.03","1.2","5.3","5.7"
"82","1989","5","Karnataka","Kodagu / Coorg","2.4","0.2","0.0","0.0","0.0","1.5","4.0","5.7"
"82","1990","5","Karnataka","Kodagu / Coorg","2.5","0.2","0.0","0.02","0.02","1.5","4.2","5.9"
"82","1991","5","Karnataka","Kodagu / Coorg","2.2","0.2","0.0","0.02","0.02","1.2","3.7","4.8"
"82","1992","5","Karnataka","Kodagu / Coorg","2.2","0.2","0.0","0.03","0.03","1.6","4.0","5.2"
"82","1993","5","Karnataka","Kodagu / Coorg","2.2","0.1","0.0","0.02","0.02","1.4","3.7","5.1"
"82","1994","5","Karnataka","Kodagu / Coorg","2.2","0.1","0.0","0.01","0.01","1.0","3.3","4.5"
"82","1995","5","Karnataka","Kodagu / Coorg","1.74","0.09","0.0","0.01","0.01","0.66","2.5","2.62"
"82","1996","5","Karnataka","Kodagu / Coorg","1.7","0.1","0.0","0.03","0.03","0.76","2.6","3.05"
"82","1997","5","Karnataka","Kodagu / Coorg","1.71","0.12","0.0","0.02","0.02","0.86","2.73","3.41"
"82","1998","5","Karnataka","Kodagu / Coorg","2.05","0.08","0.0","0.03","0.03","0.94","3.09","4.53"
"82","1999","5","Karnataka","Kodagu / Coorg","2.3","0.07","0.0","0.02","0.02","0.64","3.02","3.33"
"82","2000","5","Karnataka","Kodagu / Coorg","3.0","0.2","0.0","0.0","0.0","0.5","3.7","4.7"
"82","2001","5","Karnataka","Kodagu / Coorg","2.42","0.12","0.0","0.01","0.01","0.45","3.0","3.93"
"82","2002","5","Karnataka","Kodagu / Coorg","2.5","0.12","0.01","0.02","0.03","0.54","3.19","3.19"
"82","2003","5","Karnataka","Kodagu / Coorg","2.23","0.1","0.01","0.02","0.03","0.79","3.15","3.52"
"82","2004","5","Karnataka","Kodagu / Coorg","2.55","0.07","0.21","0.03","0.24","2.01","4.86","4.88"
"82","2005","5","Karnataka","Kodagu / Coorg","2.87","0.1","0.7","0.05","0.75","2.08","5.8","6.38"
"82","2006","5","Karnataka","Kodagu / Coorg","2.48","0.13","0.43","0.08","0.51","1.37","4.49","4.68"
"82","2007","5","Karnataka","Kodagu / Coorg","2.1","0.39","1.01","0.05","1.06","0.44","3.99","4.27"
"82","2008","5","Karnataka","Kodagu / Coorg","2.48","0.35","0.87","0.12","0.99","0.88","4.7","4.89"
"82","2009","5","Karnataka","Kodagu / Coorg","2.51","0.21","0.4","0.07","0.47","0.86","4.05","4.08"
"82","2010","5","Karnataka","Kodagu / Coorg","2.43","0.36","0.48","0.0","0.48","0.67","3.93","3.96"
"82","2011","5","Karnataka","Kodagu / Coorg","1.61","0.28","0.06","0.0","0.06","0.41","2.35","2.38"
"82","2012","5","Karnataka","Kodagu / Coorg","1.0","0.12","0.03","0.0","0.03","0.3","1.46","1.49"
"82","2013","5","Karnataka","Kodagu / Coorg","1.24","0.04","0.2","0.0","0.2","0.29","1.77","1.8"
"82","2014","5","Karnataka","Kodagu / Coorg","1.23","0.05","0.2","0.0","0.2","0.17","1.64","1.64"
"82","2015","5","Karnataka","Kodagu / Coorg","1.23","0.09","0.11","0.0","0.11","0.13","1.56","1.56"
"82","2016","5","Karnataka","Kodagu / Coorg","1.12","0.08","0.08","0.0","0.08","0.11","1.38","1.51"
"82","2017","5","Karnataka","Kodagu / Coorg","1.86","0.17","0.06","0.0","0.06","0.1","2.19","2.4"